Rank,Wallet Address,Buy Count,Sell Count,Total Buy SOL,Total Sell SOL,Net SOL (Modal),Sisa Token (Net),Realized Profit USD,Balance,Tags
1,9r75WXEnpgCdwq1Liq2CJquVpmmisjVXAzXZF8ZApMQT,1,1,12.8059,0.6327,12.1732,21824956.23,4584.04,0,"top_holder; paper_hands"
2,5SEB5MwY6Zhw2gmFvkjzqzQ8SuEMJDRqcPtxAjUEGXs3,1,0,11.8731,0.0000,11.8731,22985488.89,-233.24,22985488.887358,"top_holder"
3,5EPkHhzhokenzLw29PQki3H5wAZQg1WLbKUENYUvxk3T,6,0,9.8022,0.0000,9.8022,15011763.46,-7050.63,44.295705,"top_holder; bundler"
4,CxjoS8fKMTA75StAQEaqt1a1cPzLXyYzUgR8uedjyQAQ,2,1,7.0011,0.5039,6.4973,8357039.82,196.73,0,"paper_hands"
5,GrfNYaPbtPjzXoyi54CJVNVg2sWMt3HHywyFRU7Eu1h7,7,0,6.4204,0.0000,6.4204,9762575.00,1039.73,0,"axiom"
6,5yFPJTJe8DEPFQZwGHdhm1h4DaxLCT7MXDmUygzPDA7m,11,2,7.3568,0.9833,6.3736,11040594.15,-72.79,0.000001,"paper_hands; top_holder"
7,GZYE6zgcsZ9Vgdv9wqkw1oufXBMA5LpB1k13CnezkmU8,2,0,6.2675,0.0000,6.2675,9209744.19,1719.28,0,""
8,3Ze3DpxBbJqga4dXQUjN3pJjiFmJXkxA4zhhgJ324Kde,8,1,6.5490,0.3795,6.1695,5255015.86,-261.42,0,""
9,2LVMPutg4AaLK1AVYUt7CBBgjrhAnEGhy3q7XUUx4hBH,20,1,6.4210,0.9315,5.4896,7348625.12,5095.28,15.596852,"top_holder"
10,GrPuthJLpoZMfvD1JPWTCwFSKfsd65dUrwGckTnDry73,6,0,5.3618,0.0000,5.3618,7955449.21,1833.41,0,"axiom"
11,F7WrokG3Tas6SSQmMGDdRRU3EaDM7KKGDWDqUfmFk1JM,11,4,5.4552,0.8497,4.6054,8753403.41,17.11,0,"fresh_wallet; top_holder"
12,7JCe3GHwkEr3feHgtLXnmuJ1yB3A7coSeyynxTBgdG8k,2,0,4.5390,0.0000,4.5390,6983522.68,-271.22,0,""
13,CiTbEKA1fAMoctVjbFWWxCs7E1LtreSSfUH9EcKMZfSB,1,0,4.4555,0.0000,4.4555,5872280.01,1206.10,0,""
14,8GxtiRTVFT9KVUGLtJMoWTEBcZB3gfFAarTgp2Bm5yj,15,14,7.9556,3.9554,4.0002,7292874.48,-300.37,0,"paper_hands; fresh_wallet"
15,4FX7JDqfVCCmBTZvk8acABaRzwtXTzqcoxdecdbFkbbE,2,0,3.7436,0.0000,3.7436,7043242.98,255.06,6325522.393745,"fresh_wallet"
16,2A2BW92V75TmXuk2A9Tjq5DHL3uaeRnnNPfnSfstRYoS,8,0,3.5272,0.0000,3.5272,5065344.67,289.27,0,""
17,DgL8xYzHXafLbekw9hZNDXb1tCZ3v21WhHNwMdmg8BoH,2,0,3.5190,0.0000,3.5190,6350184.23,-283.54,0,"photon"
18,2ubkNUdBu3zwyw3LaDmU4eZ4k6rnNoZkPGSmTw8BdzVX,3,2,9.0180,5.5676,3.4504,0.00,-305.05,0,"trojan; top_holder"
19,H8GijqcNEFcZHNXbuPSJfHpn3b8Bic9scbXFVUCgVjxy,2,0,3.2925,0.0000,3.2925,4537932.42,491.43,0.000001,""
20,2Ju1JhcvpaPDL8r7n7P1hdXM8n8sQGgKsybpUv4S8sEg,9,2,4.2274,0.9999,3.2275,2302096.40,-1878.12,0,"top_holder"
21,CqF3gUDojKuVdd6zBk2GZBTG84aAQ2b7tYeeyS18Sd2Z,6,6,12.1402,8.9784,3.1618,3067017.33,-333.19,0,"paper_hands; bundler"
22,49foKJpRnZUaPKsDgnQhUFRMk7NX4zD5KgtVpxgvctLa,1,1,4.1309,1.1187,3.0122,1010220.64,-8497.08,0,"paper_hands"
23,6xdEAxPrLgyvkCKcC4UDBHpZSQRcK2YEQpHxeMFygXXe,1,0,2.9677,0.0000,2.9677,2513184.54,-1314.08,0,"gmgn"
24,5NnES4GhxHpV1gUJNvALqcg9VGdJYZhF34qgWvANRQpC,1,1,4.3755,1.4114,2.9641,2389672.07,-23.22,0,""
25,APUnpSv4HDpNPfed4dPqAnz75REWYbM5vTHaTnApLe1P,4,0,2.9377,0.0000,2.9377,5903650.53,665.98,0,"bluechip_owner"
26,4WHWfXvzLbzmkSDuaYWGrcDbQ2iPmC3cmcSM4AxvzZHa,22,0,2.8326,0.0000,2.8326,4954279.34,842.51,0,"gmgn"
27,AKfYQj8WyQa95aknJ1TJS9LRbZuXiB75pSpayaftEv4q,3,2,3.5525,0.7465,2.8060,4484329.32,-196.84,0,""
28,2snHHreXbpJ7UwZxPe37gnUNf7Wx7wv6UKDSR2JckKuS,1,0,2.8044,0.0000,2.8044,5527534.10,272.49,1437139.976769,""
29,EMvZZQ3MbUin9PMqoqGomTdHSi3a817nR2M6EFkpBrSb,2,1,2.6730,0.0837,2.5893,3974597.78,287.98,0,""
30,CEkwxzurxAUUddwSrdWt61F8kHMJs8zS43eEG4GfUHba,11,0,2.5429,0.0000,2.5429,4384426.30,678.33,0,""
31,7YsWDE3G1N8xTjiwx6SGVtwwSLWX4Js4bQhGWU8bB8DD,2,1,3.5604,1.0272,2.5332,1986974.05,271.18,0,""
32,9WUnmt1GkwZ4ycgxzJETHH85YA9ESYWtzSk8pwyVRh1K,6,1,2.5872,0.0620,2.5251,4440299.36,-132.62,0,""
33,AvtEQoPFfpySGeokGVxsAuYMbHywwCK2EWYZei3HdGKQ,2,1,2.6823,0.2181,2.4642,6058218.27,-38.41,0,"paper_hands"
34,AWhCEMWeD3Tpg6484pxU93T2M6HqvgtiZfsi28mNG5JB,8,1,3.4098,0.9509,2.4588,3512962.95,-133.03,0,"fresh_wallet; top_holder"
35,h8dSJb34218BcF1xcXWcLtubWM39Y5dgPSVkaxsZQ9G,8,1,2.6338,0.2510,2.3828,4169494.55,-329.77,0,"top_holder"
36,ebZRtCmGBefPCrj5kJMZBUSDYrsjTweT5EVspfLMuPA,20,9,20.3358,17.9694,2.3664,7359517.44,-212.13,0,"bundler; paper_hands"
37,HZBmjtgG8MDownvB9wTLTRN2stjozUBwDaBUhUpybvrm,3,0,2.2803,0.0000,2.2803,3795089.76,0.00,0,"bundler"
38,G7ckwKimxD6YTqC7SPW8nhyHy82DguUTTqpmJLgxS9fY,7,5,14.8619,12.5821,2.2797,5652582.65,299.93,0,"paper_hands"
39,5jahCqsAv9MSDeoE8sAhY2HP1dakWTW2zcpxe63nYsUq,1,0,2.1853,0.0000,2.1853,3486028.81,0.00,0,""
40,ByEHaHni25fE99pJ8JMoD2nwyKyX9XuYUgRQ2kDsmiLh,3,2,2.2718,0.1119,2.1600,1756176.63,13.65,0,"paper_hands"
41,3HDXRsbqn5atZ3BojDmK7gnE3EZPJ9MCfDCVxfMvtQxz,2,0,2.1597,0.0000,2.1597,2821643.15,1010.46,0,""
42,BKRu7LmcpstcYmYLc1T5RYAmuxgii3VPZwHDwdCxCJKD,6,2,3.2403,1.1532,2.0871,3963775.50,1023.03,0,"bundler"
43,3i51cKbLbaKAqvRJdCUaq9hsnvf9kqCfMujNgFj7nRKt,4,1,2.4468,0.4247,2.0221,3653568.25,-241.01,0,""
44,3VnBCTcLhxPCmQaa2rNRwBNyK6EMwdbUH2a6tcZcfSco,8,1,8.3246,6.3082,2.0164,-1774585.46,-149.95,0,"top_holder"
45,547iYhG1NwZRKFUWG65DRqhG6bkNdFSJuHraxvr9x7Ct,14,0,1.9204,0.0000,1.9204,3927570.87,336.68,0,""
46,6VPCqi7ioWdJHccinihT2mTAJJFeH1SLkTHCeuzU1kMe,2,1,2.0382,0.1405,1.8977,3088537.05,-41.18,0,""
47,H55tLdMYWMnoWqNdkaSTqBH9WP6e75niPcTKEUWUkRTd,1,1,1.9802,0.0914,1.8888,1276039.31,-1168.46,0,""
48,9LGjXs2u3c9sVtaJDm22EzyhyzQoPjvaFJHs4LJWg9EB,3,1,2.1208,0.2524,1.8684,3334984.82,-151.87,0,""
49,2frZziq1ytRd5preqhqDZwFPqcFmQfHyM2Kg2vpfT3Up,1,1,2.6133,0.8208,1.7924,1527756.34,-1343.93,0,"fresh_wallet; top_holder; bundler"
50,DL416eahg8bYPEGh1TiLrs31rcCFQdFYMkX37t2YkfFW,1,1,2.8713,1.1000,1.7713,0.00,29.76,0,"bundler"
51,BJBqh7fsnsnKuJ6VVXfD4WUL1TNrnNCPWcWeqSjjiCnM,22,9,2.5885,0.8182,1.7703,2079969.11,177.11,0,""
52,2opUcSYeiis8Lnhz2bcsxf8HVttRJGN3UJddxHz8uj3B,1,0,1.7593,0.0000,1.7593,1561271.09,34.68,0,""
53,GmzSVQ3CnxNF9PRuyFvWDFr2BpEhZeQv8HMCvGPbjRQa,3,1,5.5324,3.7844,1.7480,5277458.58,219.04,0,""
54,22vUg3Me5ypXk4j6Ro1qAk7hHMQTNAHthChJyMjmejVD,1,0,1.6610,0.0000,1.6610,3478850.22,11.31,0,""
55,4skhkn5456RCRDWdhzxeNoWdL52TeqxmpHtUKfJreD3o,3,0,1.6546,0.0000,1.6546,3663117.98,-15.09,0,"axiom; padre"
56,AfHNjAnXJKkQ4yrBDop77A3UaLZgFmGKhaSDZC4Msrvk,1,0,1.6304,0.0000,1.6304,3170214.87,0.00,0,"bundler"
57,3PEbzCEYKS1PionDfQGmTsgeDjJx6kky9sryF8Wof26D,1,0,1.6004,0.0000,1.6004,2499776.74,3441.75,0,""
58,3M4BskRoEjD2EJHUru1gkxorEy5eNLT5iNQS5CQop1A3,2,0,1.5954,0.0000,1.5954,3598349.18,871.22,0,"paper_hands"
59,9z5o33hPsBFxKtn2tEb5oHBcHQNAZBzLodvdTcNcTrbe,3,1,2.4731,0.9202,1.5528,3251131.56,81.17,0,"pepeboost; gmgn; paper_hands"
60,7WDNugY54rJra1sbjMxZdqENajG1GNFiMsDGvBVjYre,3,1,1.5624,0.0195,1.5429,1446750.67,-129.47,0,"fresh_wallet"
61,275Eq5DKEdnD8Z4kiji3zzeuRwDLzhruiykvTYjYHxLs,8,1,4.7526,3.2148,1.5377,2728982.28,65.46,0,""
62,CgceH1t9zgC3QFALBdqYXAcY6xN6BxajEoNkHfCBzckf,10,6,2.4030,0.8992,1.5038,2747104.22,168.33,0,"paper_hands"
63,AgTGcmsrtxnfAJLQkexRaQ7Rgfv4DECmA3m3mQ7DhZb3,3,1,1.6080,0.1603,1.4477,1294675.96,-670.68,0.000001,""
64,4wrxUdfX9nHmr3NiiWJS2tEnRWC9sd5KnMrcNTQjaU5T,1,0,1.3171,0.0000,1.3171,1095808.83,131.41,11.775039,""
65,CpzqSPJgFLYFYn6auiyp5aR6rxh67EzWLuJ7AZ5c1YbB,23,15,6.2008,4.9469,1.2539,3896789.18,31.23,0,""
66,GSASoWSf7PviLEXQsDwrqgX3URU7fJaWsFi1Y4fPgBF4,1,0,1.2502,0.0000,1.2502,2604539.98,-126.00,0,""
67,6bRV7aLaZDejnqAJYptrtad3gRn2RLfLFSnY5vqXMsur,3,0,1.2417,0.0000,1.2417,1144039.46,170.74,0,""
68,3A7XXzMpix4F7gg6681nPT3eJ9UPUYABe2wwmjegdCzm,6,1,2.7229,1.4867,1.2362,0.00,-108.80,0,"gmgn"
69,CcMC5E8UZFW8sLoagxtJEFnxjZ4XwM2xGhpF1e79sj9M,41,40,40.4606,39.2319,1.2287,1917597.89,-468.34,0,"paper_hands; bundler"
70,5T229oePmJGE5Cefys8jE9Jq8C7qfGNNWy3RVA7SmwEP,3,2,9.3977,8.1835,1.2142,0.00,-121.24,0,"gmgn; axiom; top_holder"
71,8ftDQgdejiE3nYSaJ6AMHh66kTvbw5Dstckk12vbXgD,1,0,1.1851,0.0000,1.1851,2005665.19,-86.99,0,"gmgn"
72,ByM6EJrQrqgqzt54VFUyZXq4SZWibCPxcyoNxgfjfqyT,1,0,1.1665,0.0000,1.1665,1843096.14,359.13,0,"axiom"
73,9cEktXJwfWnpk3CJx3CvrZ2uMgypaJFpdUWdh7Qcf4pM,1,0,1.1513,0.0000,1.1513,1619554.99,196.41,0,""
74,7XEo2KxFzxrKQnYibhx6PsPgvKewJHsBsSATEaGbfY4P,78,78,70.3750,69.2834,1.0916,0.00,-298.80,0,"bundler; paper_hands"
75,BXPzmSx6kdvaschL6oRUhpxABGLbVYnycdFUDSKrHcK7,1,0,1.0891,0.0000,1.0891,2505137.59,80.03,0,""
76,C8ihyZZ1APhfhVJg1MoSLGU1ozbRCW9RMpnQEypEkhEJ,1,0,1.0782,0.0000,1.0782,1060662.72,-437.04,0,""
77,2mm2Uo6XHYcyRTqcsV7b6s1bmpAipop6h9moVmmJoA1o,4,1,1.9214,0.8560,1.0653,1666050.53,115.69,0,"fresh_wallet"
78,BD8pLGp27TvEPC4eQzGAFWRFMTfDoJung7MxbekDwf7T,1,1,1.1544,0.0991,1.0552,1895538.02,-13.27,0.000001,""
79,34Ew63AkDKdKVzncFjYbL9W3EKSCXnwr9PmsrVq4PuaG,1,1,1.0659,0.0704,0.9955,2191834.82,30.22,0,""
80,G7mNUJJcnxMHseReT6gez3fN8D61ikmdnmxYrXadSmh4,1,0,0.9842,0.0000,0.9842,1423660.74,83.70,0,""
81,9QbU5SpPZvgSDaREYWK5wkiUUhyRh4LtHo2oBE1kSX1C,7,0,0.9749,0.0000,0.9749,2146016.50,397.74,0,"gmgn"
82,H7Gf7Do9V1JAserdmddAR9PsvVyk6UsqnstFJfgBUAt1,2,1,1.0689,0.1097,0.9592,2134813.42,294.24,0,"fresh_wallet; paper_hands"
83,GJyraSLZCSyd6m9s1uVNisHKNsy8fCFGm96sYRsGk9nQ,1,0,0.9571,0.0000,0.9571,1577491.52,-8.46,0,""
84,FUCKYGMKz45sfS7eZ2e4HcaZ9nDCNkq69J5w7QCSBscm,6,1,0.9526,0.0343,0.9183,1682122.23,124.35,0,"gmgn"
85,FioQpTQKPepSw5rWypQjiTS7x3RAqRmXRj867y96Xnsd,1,0,0.9101,0.0000,0.9101,1373821.37,558.75,0,"gmgn"
86,CDSSRUvk3jq6NJRuTzzQ5QowJmELS8A88mP94UNTXHo4,1,1,1.6207,0.7142,0.9066,2104738.46,-243.96,0,"top_holder"
87,8rPDDSgX8WtTyKqPj54jRAp17Tv3JvgECQ1gZAXErk6A,7,3,4.0152,3.1116,0.9036,1684005.95,6.59,0,"paper_hands"
88,Dx1vQbFe35USbNtUV9Muw4U17SJjTkXRoiPAmAbeJavw,5,0,0.8911,0.0000,0.8911,1435738.74,309.81,0,""
89,92QiUpEfvLcGozjHyzsYayuyE1Q4z2N5WwronuK7kpP2,1,1,0.9802,0.0900,0.8902,1463841.72,-11.85,0,"fresh_wallet"
90,86Lx2s8eSqgWB2GkPkBzvWBUHDmRodJ68XU3wV1QBDWL,1,1,0.9462,0.0614,0.8848,1204600.21,-5.21,0,""
91,CnNsozbA7gNWYPpFJtjxqD6i1JNcQzJXKnF9EJtKG639,1,0,0.8816,0.0000,0.8816,1514107.56,-70.25,0,""
92,7L1kFGoK9yaQE9h6JWmjaMvuWbkNA7H6yX65vMJ6VgS4,4,4,2.2376,1.3635,0.8740,1096687.62,7.06,0,"paper_hands"
93,56YSRyS5mKPTHmBkMxy5MZeDHvjLQC6pNGwT2gQag3vs,1,1,7.0744,6.2116,0.8627,448877.25,-46.19,0,""
94,81LhQqssmEz66gy22e8n3Gc3eMkzsPYs4UfUT9yXAsTa,2,0,0.8584,0.0000,0.8584,1782649.98,80.20,0,""
95,DtMz2Axib5jn8oMPNkahGDxN7pjXb1d3HaUbVeXZqvpW,2,1,1.0352,0.1953,0.8400,1164775.92,-13.80,0,"bundler"
96,BBF6yAFVZtDYgaKSpkRD8kJ3NXqK9CxrPpF74LcgF58Y,2,0,0.8290,0.0000,0.8290,1251128.23,134.32,0,""
97,7jVp6cWbzuPmnPQSZRXMKSGdeyMhmwL29jN1zKzHiLXb,4,3,8.0490,7.2208,0.8281,0.00,-201.70,0,"paper_hands"
98,AfZGE4jHXtrpDDte7PLB6hfaTDz1yGLcNYAQ74ZhZzxe,1,0,0.8263,0.0000,0.8263,1657332.38,-10.01,0,""
99,4G1mPv5t78A7DWiXxnFpYUJhjcPZNr6s28hxHbDAiKRT,1,0,0.8116,0.0000,0.8116,1403404.51,13.41,1547613.615537,""
100,DQXLN3YkpJMWn9bEA7RHE2PpWTkV9R8TjjJVjcm4BaDH,6,5,1.2867,0.4790,0.8078,1020933.47,145.11,0,"bundler"
101,5SLrjZJtpfNVitqn6R8Uf1ndjmzhfoRNT3MxFr1E9H9z,2,4,2.7502,1.9787,0.7715,-1360524.53,-1174.79,0,"bundler"
102,GzdF9rTPhmUuG2E4kq6JXjB8mPngHsvqMJGHdmk9j3aQ,4,1,0.8433,0.0983,0.7449,1068107.90,-6.78,0,"bluechip_owner"
103,4SHRCZuEt3QyMFHTVyXxmHMkgYVpwkiEcRkpX9hkgLti,1,0,0.7363,0.0000,0.7363,1872760.88,-1104.65,0,"top_holder"
104,6PVBbxAyw1x7y1X6QPD64L71maFTUtggD8ncSBdWhAz3,2,1,1.5842,0.8792,0.7049,0.00,-36.20,0,""
105,DJKjXuafyGbgmNVwGmzrG8hANAf623K7MRbHJg6qvKHi,7,0,0.7010,0.0000,0.7010,1454999.61,-276.47,0,""
106,7h5V2DwD44ihQ2rAydUyGYi1brEidsswn4Ed1ffeuDp,31,23,10.2032,9.5102,0.6930,2857902.39,163.78,0,"bluechip_owner; bundler"
107,HV56TXHsEzNd1bpia84zGkrhvSVuBayG5vh9KjneoYMf,1,1,2.9370,2.2503,0.6868,0.00,-98.44,0,"smart_degen; bullx"
108,4yq47wRaLaqoPRE8R1pHc8GizzHN4dpkHHPJHziThNBQ,10,0,0.6815,0.0000,0.6815,1174672.47,605.93,0,"bundler"
109,6cZVYb8NdsZQfyQ34GgSmehjJKxfLh8uRwmZdzksGH46,1,0,0.6811,0.0000,0.6811,1087402.03,-11.40,0,""
110,7ZfEMV2bBRzqBBGzjGCzRVRTaKT7HeANr71rsQTSdH61,1,1,0.9892,0.3085,0.6807,0.00,-148.23,0,"gmgn; paper_hands"
111,J9k6JCLG3PyvxFw7gDvBXNKMPsWHxRyo5qXKrj8WFsry,3,1,5.1102,4.4690,0.6412,0.00,-62.20,0,"trojan; paper_hands"
112,13mct5e7QPRpEiN4BvnF35SdpCyDMLZWe2dUjmNNX8UM,1,1,1.4152,0.7747,0.6405,0.00,5.82,0,"paper_hands"
113,ATrsjJjGYmHmk93ve1b3hKEpNRoL9rzn2WQyrEJ58yZd,9,7,3.2416,2.6186,0.6230,1054.47,971.18,0,"paper_hands"
114,9RNaar7ifYeBskthC7jEhZ5Gu1ZM5W6n6XWPPcg2hC8e,1,0,0.6197,0.0000,0.6197,872417.32,143.81,0,""
115,Ef9LYHnbYrPceVgCfismaXWxhD3xKubc5NF9H2hpCC4g,5,8,1.6884,1.0907,0.5977,1352276.07,482.45,0,""
116,EpfnaKiXzmueFbG9FTYBHnF8faHEpZgKjAnNzqZBDh2N,1,1,3.4472,2.8528,0.5944,-1149989.26,-191.39,0,""
117,ARqJ18xaBLrEJYARaYHxfRKSi1pB7dZjwq1NW6Fiuieb,118,118,78.5780,77.9852,0.5928,0.00,213.09,0,"paper_hands; bundler"
118,BK6ckh2ZxvTJ1UjisPGLzZwuTtXzfZTXdgw87WV4Srv6,1,1,1.2079,0.6196,0.5884,0.00,-52.09,0,"bullx"
119,GU74wzC8arb974qCLQvsCgjx9w9xFYTdLtps9H4oEMf5,14,7,2.0608,1.4917,0.5691,590459.10,339.86,0,"sandwich_bot; paper_hands"
120,5qSKgNE37hoakk5dftdHt36xJUdXsCDjGU8bVSwL3X5y,3,2,1.2330,0.6761,0.5569,1007312.65,28.69,0,"paper_hands"
121,FHJnj9y8yPeRnYMq3QWcgyyptm1Yz1ct3g4we4i6zux6,1,0,0.5538,0.0000,0.5538,1034967.86,-23.64,0,""
122,2PJJ7JRuFFso41ytn7qn4TKEgMreJGxBVccAaAGg5A58,54,5,0.6503,0.0967,0.5535,1015644.72,265.49,0,"trojan"
123,9vJWkCiYp4YTTfFxpk3vwVsTHmh9TuusobxepoTyfNLD,2,0,0.5460,0.0000,0.5460,593287.93,-46.00,0,""
124,HT7Dv7dJRsfH43rjVWNnW6339ZjEYidx1SugEDm7NyiR,57,57,42.4757,41.9347,0.5410,0.00,-168.11,0,"bundler; paper_hands"
125,2wPWabq5zf3jnTKAgcw3CUzEx1o3ZkmedQoiNdwuBUJZ,2,1,1.2310,0.6909,0.5401,815484.92,92.49,0,"bluechip_owner"
126,E3VcJvCcgWmv8jbWbZuTHY7HcBWf1ruBfHoBFuoPKDcC,1,0,0.5376,0.0000,0.5376,1032743.76,-55.43,1032743.764023,"diamond_hands"
127,EtZX5Uwxn8rJdqo985AE69ZYHptR8SboyVPtoZGnzLCE,2,2,1.7250,1.1903,0.5347,0.00,-48.54,0,"gmgn"
128,7FeKCforWvN3WVQuNoThPgd5TnAKWG3Loo3Q9ZKGqkBk,2,1,0.8745,0.3571,0.5173,1181426.54,86.31,0,"fresh_wallet"
129,A1noBiYj8nwqvrhnshruFYP47YFvBy3DhJMsraw39Zpm,2,0,0.5118,0.0000,0.5118,655963.54,218.94,0,""
130,14huwCroTS11yCqYs46G8SJBwMhdDvFH5MXtRAGxV8sz,1,0,0.5010,0.0000,0.5010,872503.79,0.00,872503.792909,"trojan"
131,5Kiu25UHSve6ixoFjHafYCSkwXdiDsx13EgBt4oPtto9,7,7,8.3703,7.8698,0.5004,0.00,-35.46,0,"bundler; paper_hands"
132,BpmVGzVLX7FKNDeVxsAXwM5XGj1gmxHx12QjgGjJZKUL,1,0,0.4951,0.0000,0.4951,1077142.31,1.95,0,"bullx"
133,CZUEFV3zpk6w7QDVJzENk68heFeh3cZyCYi7h4y9GQL4,3,0,0.4951,0.0000,0.4951,827796.52,187.83,0,"padre; paper_hands"
134,HS1LoGX1yobcwp66bMBwND3dk25ffV2cAHa1QRanXuv5,1,0,0.4946,0.0000,0.4946,648918.89,24.97,0,"gmgn"
135,DWhkj6NcXPxKxjDECiCXziKFQhwxmeYJAkCgsQCFwMgR,1,0,0.4946,0.0000,0.4946,1150635.26,78.36,0,"trojan"
136,FBzimzZkbS8oF3GuYm4nJmMu2jgKjEN4p9gjQcq1s4Xk,1,0,0.4946,0.0000,0.4946,1086810.01,4871.14,0,""
137,CivH6vaM2kfrqAtwPU14cNPX8rbpvQGKSca9FhdWMzTy,4,1,0.6034,0.1091,0.4943,622765.30,-5.70,0,""
138,Bgdo8pTdppHwU7J8yqh7e9fpQH2mtL8v9NLmWv7JdHCA,1,1,0.5405,0.0536,0.4869,782151.26,-43.06,0,"fresh_wallet"
139,1aDerPKk87xJHCAqTY5bGxF5Xet2MG476y4Zmq2WJ8Y,3,3,2.8974,2.4108,0.4866,0.00,170.71,0,"bundler; paper_hands"
140,99JzUVhTNX8PkoV2WRV5Qy8J8SYvaMWyh4h4PTsWqPKt,1,0,0.4818,0.0000,0.4818,778004.91,-79.06,0,"trojan"
141,DVcFj3xkGqtKhyq4CQJpjG9u2aoTqAKuDFou5JAJeP4F,1,0,0.4793,0.0000,0.4793,830207.25,250.68,0,""
142,DKRbtHEVoKPvXtaXRQUo8q7FoBVv9hgFYvZLTCA34Qja,1,0,0.4758,0.0000,0.4758,886871.17,0.00,0,""
143,Fuz4rVwvFGZFvzU2cTLkXB9tSh4MVBGW59HxY4fdkHNZ,2,0,0.4615,0.0000,0.4615,745365.58,0.00,0,""
144,DtiabZxwjXDUyxS6FPiKT4efr77hvSibRk35aXq5wXeY,1,0,0.4589,0.0000,0.4589,987132.71,161.12,0,""
145,DCcuAAregcWBEsCd2VAX7TaRBn8eSD4meLzwY4iWRWDL,2,1,0.8013,0.3472,0.4541,580253.59,103.92,0,"gmgn"
146,4gikQLv8gLo7MTQUrkQNc7fXZQZyCeEPFwmV4uJBmUSz,2,1,1.0915,0.6493,0.4422,1010170.88,6.23,0,""
147,2Jy2VdYU6YmSKL2fAk59iTBHavGUu41HNRMekdwcVUVg,51,51,40.7068,40.2666,0.4402,623413.96,210.89,0,"bundler; paper_hands"
148,Gvbidk8D3WbhrJ4FbY9e7feetEzFUGWf57KCAct8Wr2g,1,0,0.4380,0.0000,0.4380,392402.65,700.88,0,""
149,FqpqsNW3hddTE6Jo4y1VzPAz99a3FgMipp15CZgSnSn3,4,0,0.4293,0.0000,0.4293,779844.20,86.14,0,""
150,Eqrqa3PcMW1tJvyanW6fYJjspzHzT7uaTzvT1K8BFkgd,6,2,0.5832,0.1539,0.4293,545981.30,-129.91,0,""
151,Ar5syPnUwQ938wSLYKaGx3NZmqn1ohY7SpJB5PnMrLrg,2,2,1.0785,0.6676,0.4109,0.00,-35.20,0,"paper_hands"
152,3pSPPNYaQQ5NPqgzEiXPHepPTAUsmUmAojueoceCFPRM,4,2,0.7883,0.3777,0.4107,841439.57,-200.81,0,"paper_hands"
153,3s17i9RUP4QkhHJ11Vb3Gdc1UyqbccQmMvQ13mCZXJvs,5,0,0.4078,0.0000,0.4078,796224.33,595.43,0,""
154,BgDkZ4t6Pk8RLB8uk1e2eD9dkpiCZN8tT3G9TSoJ6mXZ,1,0,0.4035,0.0000,0.4035,748066.82,-7.65,0,""
155,6mcjMM51QXWd7jTUyywPuMjN2kQ3hi8m1QvGdo7aczRH,6,1,1.3778,0.9747,0.4031,468179.27,68.87,0,""
156,kEbMCnqri74LmT9D3zvtujNSrGzTi7437hEJdgyHL7D,1,1,2.6530,2.2567,0.3963,0.00,639.86,0,"fresh_wallet"
157,ADjtPJQSw6NGQBJXZCzKRsbp2M8YK5FbifkSb3tJv2HQ,1,2,3.4005,3.0108,0.3897,671693.03,-78.01,0,"fresh_wallet"
158,669kUGzK4vRQqucRLAEtHmD3BtUoaVKywBuJDdLL8FNH,1,1,6.9308,6.5520,0.3789,0.00,2790.05,0,"fresh_wallet"
159,ARdC7bLQVpP8SKUyTdxQVWVHCyhu6WjxjefSWmiu5Lb4,1,0,0.3744,0.0000,0.3744,649933.49,249.95,9649746.493483,""
160,4BPjzdBAsBbqPzubeRH6ksbUQjmP6ySvcufmLcaW8Yvj,5,1,0.4796,0.1115,0.3682,720315.73,1075.21,682.09278,"diamond_hands"
161,BtDThgYg2qdnRQ8vDg8ChphSjkdsvBNKBi5PtAY1KYxm,10,1,0.9840,0.6195,0.3645,43096.66,-418.20,4007426.69368,""
162,B5BFvG4ovb2gyFnyXVoUNBELm8e8NnEWeiNySBwm9fK2,2,4,1.1790,0.8181,0.3608,91245.34,-531.31,0,""
163,38nihnuTFsbYdc4zLCfQ5itBJaYrLZ7Uc1Gc3UHa9QR2,1,1,0.3997,0.0393,0.3603,758179.78,-0.39,0,""
164,9NnibDxP3Us1ZqxLL3eBZe7hBMxqoy9kLXF6Wa9AuC19,1,1,0.9802,0.6203,0.3599,0.00,37.87,0,"axiom; paper_hands"
165,FL5AbiMsPBUDjKHtB4grz4ss54AyQUtcvSk1o1c6D5zX,1,1,0.6234,0.2650,0.3583,592413.61,-0.88,0,"paper_hands"
166,5BQF16Ff86CcFqBvnPfcGCM7YVStga3pfFYPGByRErBr,5,0,0.3568,0.0000,0.3568,595703.46,106.64,0.000001,""
167,5WcWdLaweYmRYCz1k3mgvX8yY6oe2ZaFBJ4JE7sy51he,1,1,0.9945,0.6506,0.3439,0.00,-4.85,0,""
168,2sVWMT64DpppniQZRC3FQjEjdzFNwnUQMv39J7SXcwgb,18,10,1.1708,0.8270,0.3438,215399.49,-48.73,0,""
